Country,ccode,qtr,Approval_Smoothed,Approval_Not_Smoothed,NET_Smoothed,NET_Not_Smoothed,Relative_Smoothed,Relative_Not_Smoothed,year,quarter
Argentina,Argentina,1983q4,72.091103,71.724472,,,,,1983,4
Argentina,Argentina,1984q1,70.882217,70.464142,,,,,1984,1
Argentina,Argentina,1984q2,70.82196,70.464142,42.275131,42.11945,71.780296,71.70163,1984,2
Argentina,Argentina,1984q3,66.17466,65.628357,36.499939,36.475658,70.568192,70.514793,1984,3
Argentina,Argentina,1984q4,62.809601,61.916641,31.915319,31.00342,69.593399,69.370468,1984,4
Argentina,Argentina,1985q1,59.964859,59.545639,27.13405,27.033541,67.26265,67.2248,1985,1
Argentina,Argentina,1985q2,57.723572,57.139919,23.79645,23.18432,65.480423,65.155998,1985,2
Argentina,Argentina,1985q3,62.349258,62.71508,29.790689,30.17771,67.80027,67.900574,1985,3
Argentina,Argentina,1985q4,61.920349,61.684292,30.410789,30.400379,68.485107,68.432632,1985,4
Argentina,Argentina,1986q1,59.819191,59.528679,25.20182,25.27471,65.148804,65.161484,1986,1
Argentina,Argentina,1986q2,57.78862,57.24469,21.228069,20.520729,62.901718,62.520519,1986,2
Argentina,Argentina,1986q3,56.198158,55.67321,23.997829,24.114441,64.422707,64.454964,1986,3
Argentina,Argentina,1986q4,52.765011,52.270538,18.652639,18.248051,61.924091,61.722069,1986,4
Argentina,Argentina,1987q1,51.634239,51.593948,14.06171,13.78856,59.216808,59.057281,1987,1
Argentina,Argentina,1987q2,54.595402,54.93597,22.99757,23.705009,64.43544,64.78463,1987,2
Argentina,Argentina,1987q3,45.08371,44.012589,16.77173,16.216619,60.515461,60.15958,1987,3
Argentina,Argentina,1987q4,42.49128,42.364399,4.5235181,4.7439499,52.829781,52.92934,1987,4
Argentina,Argentina,1988q1,39.352089,38.922749,4.443789,4.7439499,52.786671,52.92934,1988,1
Argentina,Argentina,1988q2,38.829689,39.051781,-3.548315,-4.7855058,47.731178,47.001961,1988,2
Argentina,Argentina,1988q3,40.776421,41.22905,-5.8377142,-5.7980208,46.268009,46.27718,1988,3
Argentina,Argentina,1988q4,37.973251,37.850071,-6.855051,-6.777739,45.57074,45.580009,1988,4
Argentina,Argentina,1989q1,39.355461,39.68774,-6.5710292,-6.3018489,45.799179,45.92976,1989,1
Argentina,Argentina,1989q2,36.117298,35.984959,-15.14169,-15.50336,39.619511,39.336071,1989,2
Argentina,Argentina,1989q3,64.122437,67.378387,35.855282,39.847591,69.448036,71.547707,1989,3
Argentina,Argentina,1989q4,65.970993,66.063881,36.5117,36.814899,69.890198,70.028297,1989,4
Argentina,Argentina,1990q1,46.961929,44.689758,5.5263319,3.195245,53.831551,52.72414,1990,1
Argentina,Argentina,1990q2,52.002949,52.5158,14.3576,14.94173,59.18169,59.501308,1990,2
Argentina,Argentina,1990q3,52.002571,51.999512,16.23365,16.4965,61.308922,61.490891,1990,3
Argentina,Argentina,1990q4,53.421879,53.516788,18.516911,18.766581,62.142818,62.213329,1990,4
Argentina,Argentina,1991q1,40.599251,39.252819,10.97603,11.2283,57.41782,57.522739,1991,1
Argentina,Argentina,1991q2,40.622959,40.824928,4.8922362,3.9342041,53.58374,53.010818,1991,2
Argentina,Argentina,1991q3,43.72839,44.230301,8.682375,8.815711,55.483849,55.51923,1991,3
Argentina,Argentina,1991q4,52.017941,53.196789,24.45591,25.931999,64.149063,64.85907,1991,4
Argentina,Argentina,1992q1,47.695629,47.116638,12.13143,11.35967,57.828739,57.450539,1992,1
Argentina,Argentina,1992q2,48.588089,48.667702,7.3716531,7.4365702,54.93969,54.967098,1992,2
Argentina,Argentina,1992q3,45.5368,45.230209,4.0685539,3.6334431,52.851158,52.574539,1992,3
Argentina,Argentina,1992q4,43.59626,43.492771,2.3658819,2.475708,51.801441,51.839142,1992,4
Argentina,Argentina,1993q1,42.473728,42.476799,2.2846529,2.475708,51.758732,51.839142,1993,1
Argentina,Argentina,1993q2,41.680359,41.757061,1.33164,1.3533781,51.149101,51.13065,1993,2
Argentina,Argentina,1993q3,41.610901,41.68977,-2.222934,-2.3047481,48.013649,47.946701,1993,3
Argentina,Argentina,1993q4,49.023079,50.027401,-2.2890561,-2.1123979,47.667149,47.762852,1993,4
Argentina,Argentina,1994q1,47.202862,47.088718,-2.330291,-2.1123979,47.644459,47.762852,1994,1
Argentina,Argentina,1994q2,45.27486,45.10463,-2.1390021,-1.876353,47.750858,47.89156,1994,2
Argentina,Argentina,1994q3,40.206558,39.787739,-3.6222489,-3.3551741,47.301971,47.437241,1994,3
Argentina,Argentina,1994q4,42.585491,42.982681,-2.985157,-2.600343,47.713692,47.91803,1994,4
Argentina,Argentina,1995q1,42.665562,42.87463,1.4301471,1.9443049,50.16433,50.433441,1995,1
Argentina,Argentina,1995q2,43.622398,43.843151,-3.7555201,-3.89413,46.944839,46.878021,1995,2
Argentina,Argentina,1995q3,40.605839,40.38575,-9.3559427,-9.3277187,44.220501,44.212471,1995,3
Argentina,Argentina,1995q4,37.595242,37.492851,-14.34008,-14.54076,41.21999,41.151051,1995,4
Argentina,Argentina,1996q1,33.722179,33.566971,-14.76582,-14.43629,40.292938,40.365181,1996,1
Argentina,Argentina,1996q2,33.547138,33.785389,-26.58935,-27.11783,34.46204,34.293121,1996,2
Argentina,Argentina,1996q3,31.818081,31.89172,-21.757589,-21.425289,35.202549,35.13184,1996,3
Argentina,Argentina,1996q4,28.384899,28.37561,-26.9897,-27.00062,31.54954,31.479601,1996,4
Argentina,Argentina,1997q1,30.839729,31.51495,-15.84437,-15.77638,38.890621,38.89653,1997,1
Argentina,Argentina,1997q2,31.161039,31.56934,-15.90097,-15.77638,38.855358,38.89653,1997,2
Argentina,Argentina,1997q3,31.24712,31.6189,-8.1664829,-6.5340738,44.517979,45.549938,1997,3
Argentina,Argentina,1997q4,31.244989,31.56287,-22.534439,-23.068609,34.959518,34.552719,1997,4
Argentina,Argentina,1998q1,29.42057,29.591801,-28.963591,-29.00106,32.023251,32.045441,1998,1
Argentina,Argentina,1998q2,29.59474,30.012091,-27.583521,-27.247219,32.809441,32.984459,1998,2
Argentina,Argentina,1998q3,29.334351,29.69153,-24.211571,-23.144791,35.698441,36.405071,1998,3
Argentina,Argentina,1998q4,30.379101,30.87763,-20.30612,-19.517441,37.693691,38.09425,1998,4
Argentina,Argentina,1999q1,34.836269,35.682259,-18.12281,-17.6968,38.947021,39.162922,1999,1
Argentina,Argentina,1999q2,34.87936,35.1511,-19.637211,-19.564369,37.44635,37.373909,1999,2
Argentina,Argentina,1999q3,34.196812,34.460491,-15.90935,-14.96562,40.074638,40.64785,1999,3
Argentina,Argentina,1999q4,39.969139,40.440979,4.4049492,4.3993979,52.23914,52.230701,1999,4
Argentina,Argentina,2000q1,53.365108,55.467621,28.68042,32.235359,68.474213,70.48484,2000,1
Argentina,Argentina,2000q2,47.59647,46.952808,9.1308918,7.9809871,55.797901,55.09766,2000,2
Argentina,Argentina,2000q3,42.568851,42.105671,-3.3455851,-4.229846,47.11903,46.52763,2000,3
Argentina,Argentina,2000q4,32.523361,31.707491,-26.772129,-28.71303,33.69566,32.750061,2000,4
Argentina,Argentina,2001q1,30.780081,30.677191,-17.530621,-16.393961,39.27121,39.8111,2001,1
Argentina,Argentina,2001q2,29.49719,29.85471,-16.85186,-16.393961,39.595242,39.8111,2001,2
Argentina,Argentina,2001q3,31.79722,32.309559,-14.73664,-14.23838,40.446949,40.669849,2001,3
Argentina,Argentina,2001q4,25.10659,24.962971,-18.874519,-19.20723,37.516041,37.26865,2001,4
Argentina,Argentina,2002q1,34.129959,35.48468,-.96334511,1.172703,48.92741,50.13586,2002,1
Argentina,Argentina,2002q2,26.772551,26.283001,-17.931061,-18.65649,38.30909,37.910069,2002,2
Argentina,Argentina,2002q3,24.978821,25.243071,-22.127331,-21.84206,36.10247,36.22876,2002,3
Argentina,Argentina,2002q4,27.89715,28.719509,-14.57047,-13.6652,39.597542,40.069092,2002,4
Argentina,Argentina,2003q1,32.867908,33.74332,-2.5151269,-1.153411,47.581402,48.364429,2003,1
Argentina,Argentina,2003q2,49.97805,51.93166,24.730579,26.474251,64.837303,65.759163,2003,2
Argentina,Argentina,2003q3,63.221581,64.743362,46.573509,48.368671,77.827881,78.791199,2003,3
Argentina,Argentina,2003q4,64.091599,64.170517,43.54945,43.423962,75.667969,75.55246,2003,4
Argentina,Argentina,2004q1,67.579758,67.755783,48.161469,48.239361,79.407379,79.468491,2004,1
Argentina,Argentina,2004q2,63.012531,62.179482,43.49461,43.26873,77.743752,77.636948,2004,2
Argentina,Argentina,2004q3,56.295921,55.448589,29.463511,27.88381,69.377968,68.518753,2004,3
Argentina,Argentina,2004q4,59.915691,60.22934,33.185791,33.408272,71.043701,71.130493,2004,4
Argentina,Argentina,2005q1,61.66848,61.658741,37.453861,37.629269,73.553467,73.623009,2005,1
Argentina,Argentina,2005q2,61.499748,61.23011,36.3484,36.42794,72.899811,72.927902,2005,2
Argentina,Argentina,2005q3,58.268009,57.851341,33.16925,32.873829,71.815758,71.676071,2005,3
Argentina,Argentina,2005q4,61.816219,61.918652,34.751469,34.66629,71.728111,71.583031,2005,4
Argentina,Argentina,2006q1,63.606171,63.611919,40.170448,40.595112,74.657799,74.818573,2006,1
Argentina,Argentina,2006q2,61.454571,61.10714,38.781422,38.572289,74.262444,74.143883,2006,2
Argentina,Argentina,2006q3,60.76693,60.508999,36.33308,36.071178,72.894768,72.7425,2006,3
Argentina,Argentina,2006q4,59.83353,59.505661,35.67831,35.545551,72.904091,72.829536,2006,4
Argentina,Argentina,2007q1,60.607491,60.476131,36.901058,36.937489,73.10804,73.063202,2007,1
Argentina,Argentina,2007q2,56.711441,56.144539,30.322571,29.74671,69.718582,69.413979,2007,2
Argentina,Argentina,2007q3,55.031631,54.618771,22.653851,21.99157,64.942078,64.54422,2007,3
Argentina,Argentina,2007q4,55.158569,55.13327,24.81151,24.742279,66.152267,66.086182,2007,4
Argentina,Argentina,2008q1,50.59338,50.099178,19.74066,19.68486,63.438419,63.480461,2008,1
Argentina,Argentina,2008q2,40.062469,38.931061,.78343111,-.27965721,51.054821,50.380791,2008,2
Argentina,Argentina,2008q3,38.143181,38.095631,-8.8031263,-9.3722706,44.504921,44.04818,2008,3
Argentina,Argentina,2008q4,38.744389,39.01347,-3.4039049,-2.984843,48.152649,48.411091,2008,4
Argentina,Argentina,2009q1,34.646069,34.505161,-10.81803,-10.79615,43.539349,43.562519,2009,1
Argentina,Argentina,2009q2,38.416241,38.926289,-6.4170008,-6.436079,46.71056,46.69767,2009,2
Argentina,Argentina,2009q3,30.12818,29.74161,-16.104731,-15.93628,40.168709,40.23167,2009,3
Argentina,Argentina,2009q4,33.106541,33.677269,-13.15282,-12.90925,41.85001,41.978481,2009,4
Argentina,Argentina,2010q1,31.04534,31.17371,-14.27777,-13.80237,40.655319,40.845852,2010,1
Argentina,Argentina,2010q2,38.153549,39.080078,-3.3707449,-2.2958601,48.915329,49.58503,2010,2
Argentina,Argentina,2010q3,40.07045,40.786732,-3.682246,-3.164057,48.89912,49.133209,2010,3
Argentina,Argentina,2010q4,49.872299,51.265011,15.47888,17.715481,59.981918,61.179111,2010,4
Argentina,Argentina,2011q1,55.382332,55.774391,28.28586,28.82214,67.952179,68.208382,2011,1
Argentina,Argentina,2011q2,58.922852,59.04562,32.700939,32.647881,70.259018,70.149559,2011,2
Argentina,Argentina,2011q3,56.360519,56.14949,28.853029,28.665279,68.624458,68.536774,2011,3
Argentina,Argentina,2011q4,60.068901,60.119068,38.468922,39.010792,74.284668,74.50811,2011,4
Argentina,Argentina,2012q1,60.804218,60.85725,34.637348,34.377762,71.234596,71.017548,2012,1
Argentina,Argentina,2012q2,52.213951,51.052441,26.793381,25.99399,68.136002,67.765617,2012,2
Argentina,Argentina,2012q3,48.624451,48.498459,12.96501,12.03872,58.940781,58.340611,2012,3
Argentina,Argentina,2012q4,42.940811,42.23238,4.0353231,3.3185451,53.981941,53.55928,2012,4
Argentina,Argentina,2013q1,44.901649,45.168968,5.5814052,5.974515,54.179649,54.349628,2013,1
Argentina,Argentina,2013q2,44.466759,44.5499,5.0109568,5.2069879,53.66964,53.72205,2013,2
Argentina,Argentina,2013q3,49.103611,49.600342,10.60554,11.04286,57.198689,57.422901,2013,3
Argentina,Argentina,2013q4,46.648491,46.400589,4.5066242,4.4806981,53.36216,53.307331,2013,4
Argentina,Argentina,2014q1,42.117329,41.625481,-5.1957011,-5.8732152,47.96516,47.627129,2014,1
Argentina,Argentina,2014q2,42.686932,42.69846,-1.09893,-.6899296,49.855629,49.9874,2014,2
Argentina,Argentina,2014q3,44.076729,44.277721,2.1647589,2.594399,51.72028,51.918072,2014,3
Argentina,Argentina,2014q4,46.71236,47.209202,4.5593872,5.0025568,53.179871,53.402328,2014,4
Argentina,Argentina,2015q1,45.484711,45.563259,6.1981668,6.917428,54.500092,54.900139,2015,1
Argentina,Argentina,2015q2,50.801449,51.12188,17.30611,18.122709,60.886002,61.28587,2015,2
Argentina,Argentina,2015q3,53.554569,53.90638,17.28713,17.32646,60.810371,60.802132,2015,3
Argentina,Argentina,2015q4,55.966351,56.275452,25.540609,26.46097,66.09388,66.656372,2015,4
Argentina,Argentina,2016q1,59.59494,59.631538,31.197969,31.048901,69.003372,68.730766,2016,1
Argentina,Argentina,2016q2,50.242161,49.285351,10.97694,9.3159809,57.021042,56.17028,2016,2
Argentina,Argentina,2016q3,47.97747,47.676399,6.4483061,6.4758129,54.348721,54.312359,2016,3
Argentina,Argentina,2016q4,49.008049,49.027382,10.54998,10.6423,57.48539,57.624989,2016,4
Argentina,Argentina,2017q1,38.161129,37.02803,-9.6118393,-10.86747,44.548809,43.846119,2017,1
Argentina,Argentina,2017q2,41.02597,41.574612,-5.687346,-5.0297031,47.568432,47.94968,2017,2
Argentina,Argentina,2017q3,43.761902,44.257931,.6480695,1.211943,51.504238,51.788231,2017,3
Argentina,Argentina,2017q4,47.27388,47.71117,2.1873729,2.388726,52.39143,52.505878,2017,4
Argentina,Argentina,2018q1,40.90366,40.53207,-8.9063883,-8.9489927,45.690361,45.650681,2018,1
Argentina,Argentina,2018q2,25.191441,23.47558,-31.41963,-33.125149,31.46022,30.44803,2018,2
Argentina,Argentina,2018q3,28.85248,30.08367,,,,,2018,3
Australia,Australia,1968q3,62.390591,62.242619,,,,,1968,3
Australia,Australia,1968q4,61.96386,61.805069,,,,,1968,4
Australia,Australia,1969q1,61.55283,61.379059,,,,,1969,1
Australia,Australia,1969q2,63.167858,63.106171,,,,,1969,2
Australia,Australia,1969q3,58.315578,57.924839,,,,,1969,3
Australia,Australia,1969q4,49.810799,49.28928,,,,,1969,4
Australia,Australia,1970q1,48.481602,48.414188,,,,,1970,1
Australia,Australia,1970q2,47.628349,47.562168,,,,,1970,2
Australia,Australia,1970q3,46.708431,46.68708,,,,,1970,3
Australia,Australia,1970q4,45.881119,45.83506,,,,,1970,4
Australia,Australia,1971q1,50.08374,50.210541,,,,,1971,1
Australia,Australia,1971q2,54.18895,54.470619,,,,,1971,2
Australia,Australia,1971q3,40.92075,40.221951,,,,,1971,3
Australia,Australia,1971q4,39.28413,39.272041,,,,,1971,4
Australia,Australia,1972q1,32.26841,32.018169,,,,,1972,1
Australia,Australia,1972q2,32.08271,32.234058,,,,,1972,2
Australia,Australia,1972q3,32.96072,33.169579,,,,,1972,3
Australia,Australia,1972q4,35.617199,35.904171,,,,,1972,4
Australia,Australia,1973q1,60.060589,61.379059,,,,,1973,1
Australia,Australia,1973q2,49.068539,48.425732,,,,,1973,2
Australia,Australia,1973q3,48.387871,48.339371,,,,,1973,3
Australia,Australia,1973q4,46.917332,46.842541,,,,,1973,4
Australia,Australia,1974q1,46.972111,46.986469,,,,,1974,1
Australia,Australia,1974q2,52.794182,53.088928,,,,,1974,2
Australia,Australia,1974q3,46.20015,45.83506,,,,,1974,3
Australia,Australia,1974q4,39.604771,39.300819,,,,,1974,4
Australia,Australia,1975q1,44.642529,44.9715,,,,,1975,1
Australia,Australia,1975q2,43.271938,43.244389,,,,,1975,2
Australia,Australia,1975q3,36.335152,36.0481,,,,,1975,3
Australia,Australia,1975q4,40.58802,40.912788,,,,,1975,4
Australia,Australia,1976q1,49.98988,50.52705,,,,,1976,1
Australia,Australia,1976q2,50.844471,50.872471,,,,,1976,2
Australia,Australia,1976q3,48.838291,48.713581,,,,,1976,3
Australia,Australia,1976q4,46.394001,46.266842,,,,,1976,4
Australia,Australia,1977q1,40.766541,40.5098,,,,,1977,1
Australia,Australia,1977q2,42.099201,42.236912,,,,,1977,2
Australia,Australia,1977q3,41.15451,41.17186,,,,,1977,3
Australia,Australia,1977q4,41.871151,41.977852,,,,,1977,4
Australia,Australia,1978q1,50.805031,51.304249,,,,,1978,1
Australia,Australia,1978q2,46.772839,46.554691,,,,,1978,2
Australia,Australia,1978q3,39.278519,38.92662,,,,,1978,3
Australia,Australia,1978q4,37.898842,37.919128,,,,,1978,4
Australia,Australia,1979q1,37.9552,38.063061,,,,,1979,1
Australia,Australia,1979q2,36.447479,36.479881,,,,,1979,2
Australia,Australia,1979q3,34.441921,34.464909,,,,,1979,3
Australia,Australia,1979q4,38.310089,38.63876,,,,,1979,4
Australia,Australia,1980q1,42.50473,42.812618,,,,,1980,1
Australia,Australia,1980q2,42.877392,42.956539,,,,,1980,2
Australia,Australia,1980q3,43.806419,43.906448,,,,,1980,3
Australia,Australia,1980q4,46.054611,46.20927,,,,,1980,4
Australia,Australia,1981q1,45.274288,45.259361,,,,,1981,1
Australia,Australia,1981q2,37.325901,36.969219,,,,,1981,2
Australia,Australia,1981q3,36.553909,36.623798,,,,,1981,3
Australia,Australia,1981q4,41.036259,41.37336,,,,,1981,4
Australia,Australia,1982q1,39.22607,39.21447,,,,,1982,1
Australia,Australia,1982q2,41.049381,41.229431,,,,,1982,2
Australia,Australia,1982q3,41.424511,41.517281,,,,,1982,3
Australia,Australia,1982q4,39.661919,39.646252,,,,,1982,4
Australia,Australia,1983q1,45.46632,45.83506,,,,,1983,1
Australia,Australia,1983q2,63.083172,63.96973,,,,,1983,2
Australia,Australia,1983q3,58.575958,58.212688,,,,,1983,3
Australia,Australia,1983q4,64.78611,64.977211,,,,,1983,4
Australia,Australia,1984q1,70.482918,70.590317,,,,,1984,1
Australia,Australia,1984q2,69.018723,68.719276,,,,,1984,2
Australia,Australia,1984q3,67.293381,66.992172,,,,,1984,3
Australia,Australia,1984q4,65.54966,65.26506,,,,,1984,4
Australia,Australia,1985q1,60.259659,59.828602,26.950951,26.950951,64.586838,64.586838,1985,1
Australia,Australia,1985q2,52.67878,52.173618,31.06485,31.06485,66.891617,66.891617,1985,2
Australia,Australia,1985q3,53.07056,53.037231,31.06485,31.06485,66.891617,66.891617,1985,3
Australia,Australia,1985q4,59.520981,59.732239,35.069489,35.069489,69.140503,69.140503,1985,4
Australia,Australia,1986q1,59.078629,58.98764,26.349569,26.349569,64.122307,64.122307,1986,1
Australia,Australia,1986q2,57.37606,57.18718,22.741329,22.741329,62.361801,62.361801,1986,2
Australia,Australia,1986q3,50.008511,49.53727,7.4063129,7.4063129,54.035629,54.035629,1986,3
Australia,Australia,1986q4,48.544941,48.471062,2.8960121,2.8960121,51.630089,51.630089,1986,4
Australia,Australia,1987q1,50.199329,50.277672,6.6545959,6.6545959,53.631001,53.631001,1987,1
Australia,Australia,1987q2,56.208561,56.476952,18.44581,18.44581,59.815079,59.815079,1987,2
Australia,Australia,1987q3,57.472092,57.447689,19.73447,19.73447,60.43441,60.43441,1987,3
Australia,Australia,1987q4,56.707649,56.578308,18.60689,18.60689,59.90004,59.90004,1987,4
Australia,Australia,1988q1,50.396431,50.022011,4.3994451,4.3994451,52.412701,52.412701,1988,1
Australia,Australia,1988q2,49.75872,49.635139,11.61593,11.61593,56.272511,56.272511,1988,2
Australia,Australia,1988q3,56.083309,56.428349,17.02829,17.02829,59.092281,59.092281,1988,3
Australia,Australia,1988q4,56.67551,56.616051,19.433781,19.433781,60.403049,60.403049,1988,4
Australia,Australia,1989q1,51.748699,51.434029,7.1056261,7.1056261,53.86401,53.86401,1989,1
Australia,Australia,1989q2,48.088402,47.875702,-.71222848,-.71222848,49.727558,49.727558,1989,2
Australia,Australia,1989q3,47.857899,47.83831,.1898316,.1898316,50.177299,50.177299,1989,3
Australia,Australia,1989q4,45.1763,45.04068,-4.0197821,-4.0197821,47.910831,47.910831,1989,4
Australia,Australia,1990q1,48.13443,48.328678,-1.012915,-1.012915,49.57666,49.57666,1990,1
Australia,Australia,1990q2,48.067902,48.06403,-1.012915,-1.012915,49.532269,49.532269,1990,2
Australia,Australia,1990q3,44.6101,44.425259,-5.8239021,-5.8239021,46.946251,46.946251,1990,3
Australia,Australia,1990q4,38.17704,37.898602,-19.054119,-19.054119,39.874619,39.874619,1990,4
Australia,Australia,1991q1,44.686501,45.101009,-5.5232158,-5.5232158,47.20219,47.20219,1991,1
Australia,Australia,1991q2,40.794361,40.634029,-13.94244,-13.94244,42.812752,42.812752,1991,2
Australia,Australia,1991q3,40.638309,40.704899,-12.13832,-12.13832,43.522869,43.522869,1991,3
Australia,Australia,1991q4,36.222549,36.069592,-19.730659,-19.730659,39.457432,39.457432,1991,4
Australia,Australia,1992q1,36.691029,36.845001,-5.8239021,-5.8239021,45.111771,45.111771,1992,1
Australia,Australia,1992q2,37.248009,37.409618,-17.55068,-17.55068,40.26963,40.26963,1992,2
Australia,Australia,1992q3,34.447498,34.427818,-25.66922,-25.66922,36.143532,36.143532,1992,3
Australia,Australia,1992q4,39.711441,40.108799,-13.38403,-13.38403,42.612389,42.612389,1992,4
Australia,Australia,1993q1,39.002659,39.056889,-16.57345,-16.57345,41.029678,41.029678,1993,1
Australia,Australia,1993q2,42.746799,43.012032,-5.9098129,-5.9098129,46.679111,46.679111,1993,2
Australia,Australia,1993q3,32.102791,31.649151,-30.90976,-30.90976,33.31361,33.31361,1993,3
Australia,Australia,1993q4,32.86834,33.06081,-27.02232,-27.02232,35.227772,35.227772,1993,4
Australia,Australia,1994q1,39.339909,39.79406,-10.78523,-10.78523,43.990372,43.990372,1994,1
Australia,Australia,1994q2,41.962002,42.197529,-7.026649,-7.026649,46.04232,46.04232,1994,2
Australia,Australia,1994q3,41.778419,41.823212,-7.1984701,-7.1984701,46.0121,46.0121,1994,3
Australia,Australia,1994q4,44.579449,44.784611,-3.117722,-3.117722,48.335419,48.335419,1994,4
Australia,Australia,1995q1,38.92556,38.68161,-13.7921,-13.7921,42.456211,42.456211,1995,1
Australia,Australia,1995q2,38.97987,39.066978,-11.98798,-11.98798,43.394161,43.394161,1995,2
Australia,Australia,1995q3,38.383919,38.457539,-15.57474,-15.57474,41.679089,41.679089,1995,3
Australia,Australia,1995q4,38.45908,38.570019,-13.64176,-13.64176,42.37484,42.37484,1995,4
Australia,Australia,1996q1,46.445992,46.986481,2.7637701,2.7637701,53.637871,53.637871,1996,1
Australia,Australia,1996q2,57.636559,58.09375,39.380852,39.380852,74.231201,74.231201,1996,2
Australia,Australia,1996q3,57.824211,57.803452,27.050659,27.050659,65.19149,65.19149,1996,3
Australia,Australia,1996q4,57.9804,57.888939,27.0602,27.0602,65.191048,65.191048,1996,4
Australia,Australia,1997q1,55.344212,55.114559,21.51013,21.51013,62.017139,62.017139,1997,1
Australia,Australia,1997q2,48.425751,48.03363,6.0240049,6.0240049,53.24448,53.24448,1997,2
Australia,Australia,1997q3,45.738232,45.579552,1.450506,1.450506,50.698639,50.698639,1997,3
Australia,Australia,1997q4,40.53513,40.298988,-10.22269,-10.22269,44.222351,44.222351,1997,4
Australia,Australia,1998q1,41.222542,41.294659,-3.9407339,-3.9407339,47.67667,47.67667,1998,1
Australia,Australia,1998q2,41.196918,41.301811,-7.49157,-7.49157,45.688728,45.688728,1998,2
Australia,Australia,1998q3,44.320591,44.54026,-1.649277,-1.649277,48.932152,48.932152,1998,3
Australia,Australia,1998q4,51.281158,51.663712,12.32641,12.32641,56.73317,56.73317,1998,4
Australia,Australia,1999q1,47.76627,47.446579,16.887529,16.887529,59.448341,59.448341,1999,1
Australia,Australia,1999q2,51.535851,51.835239,13.85177,13.85177,57.62442,57.62442,1999,2
Australia,Australia,1999q3,54.67878,54.806049,19.098101,19.098101,60.496971,60.496971,1999,3
Australia,Australia,1999q4,58.931019,59.068161,27.25466,27.25466,64.972038,64.972038,1999,4
Australia,Australia,2000q1,47.676109,47.023121,2.7997961,2.7997961,51.488449,51.488449,2000,1
Australia,Australia,2000q2,46.85667,46.810509,2.791132,2.791132,51.469212,51.469212,2000,2
Australia,Australia,2000q3,48.566189,48.66021,6.269321,6.269321,53.396568,53.396568,2000,3
Australia,Australia,2000q4,46.654202,46.556862,1.965589,1.965589,50.984402,50.984402,2000,4
Australia,Australia,2001q1,39.940269,39.626251,-12.96235,-12.96235,42.971901,42.971901,2001,1
Australia,Australia,2001q2,39.750431,39.818451,-12.28877,-12.28877,43.25816,43.25816,2001,2
Australia,Australia,2001q3,52.148819,52.877762,10.78676,10.78676,55.833561,55.833561,2001,3
Australia,Australia,2001q4,60.713959,61.060291,30.01725,30.01725,66.311913,66.311913,2001,4
Australia,Australia,2002q1,57.340061,57.04546,22.43033,22.43033,62.160709,62.160709,2002,1
Australia,Australia,2002q2,54.423771,54.183498,18.371269,18.371269,60.111931,60.111931,2002,2
Australia,Australia,2002q3,55.34893,55.280972,22.95643,22.95643,62.54615,62.54615,2002,3
Australia,Australia,2002q4,63.51844,63.88464,35.41877,35.41877,69.1828,69.1828,2002,4
Australia,Australia,2003q1,56.914429,56.402901,23.53776,23.53776,62.71167,62.71167,2003,1
Australia,Australia,2003q2,60.653149,60.723202,33.231739,33.231739,67.861328,67.861328,2003,2
Australia,Australia,2003q3,59.42038,59.290749,26.76078,26.76078,64.548958,64.548958,2003,3
Australia,Australia,2003q4,59.04969,58.921581,26.372959,26.372959,64.335289,64.335289,2003,4
Australia,Australia,2004q1,56.684391,56.452068,20.937679,20.937679,61.37709,61.37709,2004,1
Australia,Australia,2004q2,54.683899,54.437679,20.559099,20.559099,61.092339,61.092339,2004,2
Australia,Australia,2004q3,54.02087,53.942081,18.18162,18.18162,59.827419,59.827419,2004,3
Australia,Australia,2004q4,59.152401,59.378239,25.96303,25.96303,63.987511,63.987511,2004,4
Australia,Australia,2005q1,62.426441,62.474758,32.143188,32.143188,67.329483,67.329483,2005,1
Australia,Australia,2005q2,57.080719,56.67104,21.93376,21.93376,61.942581,61.942581,2005,2
Australia,Australia,2005q3,53.3046,53.020679,14.81663,14.81663,58.076832,58.076832,2005,3
Australia,Australia,2005q4,48.016628,47.698921,4.017725,4.017725,52.1478,52.1478,2005,4
Australia,Australia,2006q1,53.51416,53.78315,15.96349,15.96349,58.699848,58.699848,2006,1
Australia,Australia,2006q2,52.521801,52.419411,12.79369,12.79369,56.945381,56.945381,2006,2
Australia,Australia,2006q3,51.569939,51.479912,11.47931,11.47931,56.232361,56.232361,2006,3
Australia,Australia,2006q4,51.414589,51.364479,10.52521,10.52521,55.687,55.687,2006,4
Australia,Australia,2007q1,48.033852,47.831692,4.0335841,4.0335841,52.17601,52.17601,2007,1
Australia,Australia,2007q2,48.387779,48.411331,4.494874,4.494874,52.426682,52.426682,2007,2
Australia,Australia,2007q3,49.434662,49.476509,8.059226,8.059226,54.358871,54.358871,2007,3
Australia,Australia,2007q4,51.260448,51.333271,8.7927752,8.7927752,54.713902,54.713902,2007,4
Australia,Australia,2008q1,67.232803,67.978729,54.875702,54.875702,83.758049,83.758049,2008,1
Australia,Australia,2008q2,66.768822,66.580673,45.841141,45.841141,76.131554,76.131554,2008,2
Australia,Australia,2008q3,60.244438,59.731651,30.73098,30.73098,67.165283,67.165283,2008,3
