Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_B09001_001,SE_B09001_002,SE_B09001_003,SE_B09001_004,SE_B09001_005,SE_B09001_006,SE_B09001_007,SE_B09001_008,SE_A09003_001,SE_A07001_001,SE_A07001_002,SE_A07001_003,SE_A07001_004,SE_A07001_005,SE_A07001_006,SE_A07001_007,SE_A07001_008,SE_A07001_009,SE_A07001_010,SE_A07001_011,SE_A07001_012,SE_A07001_013,SE_A07001_014,SE_A07001_015,SE_A07001_016,SE_A07001_017,SE_A07001_018,SE_A07001_019,SE_A07001_020,SE_A07001_021,SE_A07001_022,SE_A07001_023,SE_A07001_024,SE_A07001_025,SE_A07001_026,SE_A07001_027,SE_A07001_028,SE_A07001_029,SE_A07001_030,SE_A07001_031,SE_A07001_032,SE_A07001_033,SE_A07001_034,SE_A07001_035,SE_A07001_036,SE_A07001_037,SE_A07001_038,SE_A07001_039,SE_A07001_040,SE_A07001_041,SE_A07001_042,SE_A07001_043,SE_A07001_044,SE_A07001_045,SE_A07001_046,SE_A07001_047,SE_A07001_048,SE_A07001_049,SE_A07001_050,SE_A07001_051,SE_A07001_052,SE_A07001_053,SE_A07001_054,SE_A07001_055,SE_A07001_056,SE_A07001_057,SE_A07001_058,SE_A07001_059,SE_A07001_060,SE_A07001_061,SE_A07001_062,SE_A07001_063,SE_A07001_064,SE_A07001_065,SE_A07001_066,SE_A07001_067,SE_A07001_068,SE_A07001_069,SE_A07001_070,SE_A07001_071,SE_A07001_072,SE_A07001_073,SE_A07001_074,SE_A07001_075,SE_A07001_076,SE_A07001_077,SE_A07001_078,SE_A07001_079,SE_A07001_080,SE_A07001_081,SE_A07001_082,SE_A07001_083,SE_A07001_084,SE_A07001_085,SE_A07001_086,SE_A07001_087,SE_A07001_088,SE_A07001_089,SE_A07001_090,SE_A07001_091,SE_A07001_092,SE_A07001_093,SE_A07001_094,SE_A07001_095,SE_A07001_096,SE_A07001_097,SE_A07001_098,SE_A07001_099,SE_A07001_100,SE_A07001_101,SE_A07001_102,SE_A07001_103,SE_A07001_104,SE_A07001_105,SE_A07001_106,SE_A07001_107,SE_A07001_108,SE_A07001_109,SE_A07001_110,SE_A07001_111,SE_A07001_112,SE_A07001_113,SE_A07001_114,SE_A07001_115,SE_A07001_116,SE_A07001_117,SE_A07001_118,SE_A07001_119,SE_A07001_120,SE_A07001_121,SE_A07001_122,SE_A07001_123
"36047029200","14000US36047029200","Census Tract 292, Kings County, New York","Census Tract 292, Kings County, New York","NY","140","00","ACSSF","0011597",,,,,"36","047",,,,"029200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,1881,165,77,40,43,207,251,182,191,227,218,205,75,1349,475,391,161,240,60,10,12,29727,27491,10467,,37031,,37441,,36682,27937,653,10,52,89,107,165,193,37,44,1070,443,0,0,0,0,0,0,0,11,0,0,11,0,0,53,14,39,0,0,0,379,0,0,0,10,0,82,197,0,0,90,0,463,383,383,339,44,0,0,0,0,15,0,0,10,0,0,5,20,0,0,0,0,0,20,0,39,0,9,0,0,0,0,30,6,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,8,0,0,8,0,0,0,0,144,98,0,0,46,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"36047029300","14000US36047029300","Census Tract 293, Kings County, New York","Census Tract 293, Kings County, New York","NY","140","00","ACSSF","0011598",,,,,"36","047",,,,"029300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904,2904,104,134,242,189,284,235,312,428,361,388,202,25,1951,530,614,458,226,120,3,0,26177,87797,23874,,,,34711,64825,68504,95835,863,23,37,101,141,374,187,0,42,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,0,0,0,543,543,357,19,0,203,0,7,40,88,36,0,0,0,0,0,0,36,0,150,0,0,0,0,31,11,99,0,0,0,9,0,0,0
"36047029400","14000US36047029400","Census Tract 294, Kings County, New York","Census Tract 294, Kings County, New York","NY","140","00","ACSSF","0011599",,,,,"36","047",,,,"029400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,2033,72,44,22,12,91,214,198,226,180,406,254,314,1792,657,595,206,257,59,18,0,31155,29932,60485,,36182,,,18023,28445,48957,446,23,32,28,39,131,136,57,53,913,429,7,0,0,0,0,0,7,26,0,3,23,0,0,39,14,25,0,0,0,357,0,23,22,44,10,120,45,0,9,84,0,227,193,188,165,23,0,0,5,0,11,2,0,0,0,9,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,49,0,0,0,0,0,43,11,32,0,0,0,6,0,0,6,0,0,0,0,0,0,0,208,208,53,0,0,33,0,5,15,0,149,127,22,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"36047029500","14000US36047029500","Census Tract 295, Kings County, New York","Census Tract 295, Kings County, New York","NY","140","00","ACSSF","0011600",,,,,"36","047",,,,"029500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521,3521,198,184,157,102,214,661,618,695,304,244,120,24,2666,470,707,658,501,252,47,31,58791,149019,52504,,28672,,45603,107677,85505,173400,1809,45,205,229,150,583,405,192,48,816,33,0,0,0,0,0,0,0,22,0,0,12,10,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,10,0,97,11,11,0,0,11,0,0,0,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,0,21,23,0,0,10,10,10,0,0,632,632,550,43,26,7,61,4,64,345,54,0,0,0,0,0,0,37,17,28,0,0,0,0,13,0,15,0,0,0,0,0,0,0
"36047029600","14000US36047029600","Census Tract 296, Kings County, New York","Census Tract 296, Kings County, New York","NY","140","00","ACSSF","0011601",,,,,"36","047",,,,"029600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080,4080,111,248,259,81,335,367,500,524,623,470,372,190,3046,410,1341,633,395,155,31,81,40216,36055,,,57995,,,,60349,35853,1595,85,156,96,275,421,472,90,46,1815,1203,9,0,0,0,0,9,0,25,0,10,0,0,15,99,10,89,0,0,0,1070,0,0,0,102,11,329,444,0,0,184,0,552,370,349,229,120,0,0,21,0,94,0,0,0,0,75,19,27,0,0,0,0,0,0,27,61,0,0,0,0,0,0,61,0,9,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,33,18,0,0,0,0,0,15,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"36047029700","14000US36047029700","Census Tract 297, Kings County, New York","Census Tract 297, Kings County, New York","NY","140","00","ACSSF","0011602",,,,,"36","047",,,,"029700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3440,340,128,188,86,206,869,434,484,343,236,82,44,2492,398,589,486,572,303,133,11,62570,105132,53053,,54410,,,,68640,107148,1599,89,263,314,366,285,235,47,33,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,221,206,156,30,0,0,64,10,52,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,22,0,20,0,0,0,8,15,15,0
"36047029800","14000US36047029800","Census Tract 298, Kings County, New York","Census Tract 298, Kings County, New York","NY","140","00","ACSSF","0011603",,,,,"36","047",,,,"029800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3671,3671,211,284,223,81,292,668,475,476,451,296,170,44,2580,845,896,261,394,150,18,16,52188,48015,,,56868,,45650,,44864,54473,1575,70,239,136,263,350,502,15,41,1989,691,9,9,9,0,0,0,0,0,0,0,0,0,0,155,10,145,0,0,0,527,0,0,0,1,0,263,172,0,0,91,0,634,336,336,284,52,0,0,0,0,198,0,0,0,0,198,0,55,18,0,0,17,0,20,0,45,0,0,0,0,45,0,0,0,192,0,0,0,0,0,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,472,12,0,0,12,0,0,0,0,334,256,78,0,0,0,0,0,0,126,0,0,0,0,0,0,19,0,55,52,0,0,0,0
"36047029900","14000US36047029900","Census Tract 299, Kings County, New York","Census Tract 299, Kings County, New York","NY","140","00","ACSSF","0011604",,,,,"36","047",,,,"029900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318,2318,260,187,215,146,180,417,263,196,152,81,89,132,1330,431,443,261,111,36,48,0,37362,,32222,,,,44565,,21088,,644,13,35,43,149,138,185,81,49,474,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,94,0,0,0,0,0,0,0,0,94,65,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,365,289,9,0,44,0,65,35,136,31,0,0,0,0,0,0,21,10,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0
"36047030000","14000US36047030000","Census Tract 300, Kings County, New York","Census Tract 300, Kings County, New York","NY","140","00","ACSSF","0011605",,,,,"36","047",,,,"030000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049,3049,312,131,120,87,122,622,361,279,453,267,205,90,2277,931,699,327,207,83,30,0,42933,44459,,,40768,,40253,,44716,41112,1314,58,171,96,384,176,223,206,46,1867,660,15,10,6,0,4,5,0,0,0,0,0,0,0,196,35,161,0,0,0,449,0,0,0,0,0,296,45,0,0,108,0,1145,855,855,754,101,0,0,0,0,101,0,0,14,0,87,0,67,0,0,0,0,0,67,0,122,0,8,27,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"36047030100","14000US36047030100","Census Tract 301, Kings County, New York","Census Tract 301, Kings County, New York","NY","140","00","ACSSF","0011606",,,,,"36","047",,,,"030100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,2575,154,123,217,46,253,316,365,400,298,286,39,78,1782,669,486,491,97,39,0,0,46101,,44815,,,,238749,8507,79464,,1075,0,120,123,248,294,232,58,44,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,0,0,25,19,0,0,0,0,0,0,528,528,403,0,0,0,102,54,220,27,27,1,0,0,0,0,0,7,19,98,0,0,1,0,1,9,87,0,0,0,0,0,0,0
