Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_B09001_001,SE_B09001_002,SE_B09001_003,SE_B09001_004,SE_B09001_005,SE_B09001_006,SE_B09001_007,SE_B09001_008,SE_A09003_001,SE_A07001_001,SE_A07001_002,SE_A07001_003,SE_A07001_004,SE_A07001_005,SE_A07001_006,SE_A07001_007,SE_A07001_008,SE_A07001_009,SE_A07001_010,SE_A07001_011,SE_A07001_012,SE_A07001_013,SE_A07001_014,SE_A07001_015,SE_A07001_016,SE_A07001_017,SE_A07001_018,SE_A07001_019,SE_A07001_020,SE_A07001_021,SE_A07001_022,SE_A07001_023,SE_A07001_024,SE_A07001_025,SE_A07001_026,SE_A07001_027,SE_A07001_028,SE_A07001_029,SE_A07001_030,SE_A07001_031,SE_A07001_032,SE_A07001_033,SE_A07001_034,SE_A07001_035,SE_A07001_036,SE_A07001_037,SE_A07001_038,SE_A07001_039,SE_A07001_040,SE_A07001_041,SE_A07001_042,SE_A07001_043,SE_A07001_044,SE_A07001_045,SE_A07001_046,SE_A07001_047,SE_A07001_048,SE_A07001_049,SE_A07001_050,SE_A07001_051,SE_A07001_052,SE_A07001_053,SE_A07001_054,SE_A07001_055,SE_A07001_056,SE_A07001_057,SE_A07001_058,SE_A07001_059,SE_A07001_060,SE_A07001_061,SE_A07001_062,SE_A07001_063,SE_A07001_064,SE_A07001_065,SE_A07001_066,SE_A07001_067,SE_A07001_068,SE_A07001_069,SE_A07001_070,SE_A07001_071,SE_A07001_072,SE_A07001_073,SE_A07001_074,SE_A07001_075,SE_A07001_076,SE_A07001_077,SE_A07001_078,SE_A07001_079,SE_A07001_080,SE_A07001_081,SE_A07001_082,SE_A07001_083,SE_A07001_084,SE_A07001_085,SE_A07001_086,SE_A07001_087,SE_A07001_088,SE_A07001_089,SE_A07001_090,SE_A07001_091,SE_A07001_092,SE_A07001_093,SE_A07001_094,SE_A07001_095,SE_A07001_096,SE_A07001_097,SE_A07001_098,SE_A07001_099,SE_A07001_100,SE_A07001_101,SE_A07001_102,SE_A07001_103,SE_A07001_104,SE_A07001_105,SE_A07001_106,SE_A07001_107,SE_A07001_108,SE_A07001_109,SE_A07001_110,SE_A07001_111,SE_A07001_112,SE_A07001_113,SE_A07001_114,SE_A07001_115,SE_A07001_116,SE_A07001_117,SE_A07001_118,SE_A07001_119,SE_A07001_120,SE_A07001_121,SE_A07001_122,SE_A07001_123
"13","04000US13","Georgia","Georgia","ga","040","00","ACSSF","0000001",,,,,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10201635,10201635,657428,700383,714800,426592,1008606,1401609,1374423,1407042,1210322,802397,368614,129419,6693826,919657,1877212,1893426,1241995,539097,136781,85658,52977,60671,40112,39767,73101,45833,38946,51404,43162,61880,4315152,433411,1209005,889580,755024,582722,320651,124759,28,1023235,91573,23770,18884,8719,8933,1232,1811,3075,25237,669,3671,17295,2130,1472,6318,1150,2672,718,1670,108,35988,725,1665,940,2710,6249,8361,3896,3701,279,7462,260,301309,88562,38882,31365,1769,5748,7098,42529,53,119068,2265,5458,85755,6571,10968,8051,77518,2922,2650,4345,16837,4861,39110,6793,15468,2799,2483,1999,1754,1938,95,4400,693,95656,29516,13775,6694,9047,6142,5966,2608,3358,5658,5468,190,41153,8325,3719,21087,8022,7221,3807,2346,1962,384,1461,530890,511887,95421,2155,12535,12200,12759,38275,7182,10315,351594,262540,2488,25781,31321,19421,3337,5830,876,64872,2936,538,10901,1822,21385,3035,6953,7308,2002,6942,1050,19003,18417,586
"15","04000US15","Hawaii","Hawaii","hi","040","00","ACSSF","0000001",,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421658,1421658,91417,84608,84030,47528,129755,205405,177403,179765,183621,133674,66599,37853,984320,82460,273162,313348,209097,69536,22323,14394,74923,74152,68825,46033,79824,59671,56500,76782,62770,75137,663250,76399,178552,125350,127399,88473,49163,17914,27,256711,10956,2775,1877,985,782,110,223,675,4086,229,707,2592,219,339,1185,82,579,196,310,18,2910,53,404,153,389,183,530,265,117,85,731,0,204150,66667,25589,18777,3836,2976,23877,17086,115,2832,69,65,1539,365,94,700,133994,502,638,1100,117960,2170,10434,1190,630,20,188,116,97,63,23,123,27,1713,477,38,75,364,30,299,174,125,435,425,10,472,165,29,202,76,0,23882,1764,790,974,22118,16010,11612,1342,20,184,287,142,329,151,229,6683,5176,167,295,430,156,262,190,7,3587,590,44,1096,160,636,124,185,423,20,272,37,4398,4366,32
"16","04000US16","Idaho","Idaho","id","040","00","ACSSF","0000001",,,,,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657375,1657375,114112,122893,125020,72586,157451,216102,204514,198911,203337,146059,69240,27150,1065313,103895,292202,384075,194303,62960,15793,12085,50985,51436,37216,40627,57434,39750,40335,42505,42324,52151,693404,146871,245800,135355,86377,47163,20027,11811,21,98457,13596,2716,2182,619,1356,207,141,393,4447,157,510,2920,520,340,872,41,197,131,499,4,5561,211,156,69,305,342,671,1058,1499,61,1189,0,18538,5987,3956,3272,232,452,955,1039,37,3408,376,30,1868,305,105,724,6788,79,232,565,2588,716,1255,1353,2355,681,35,43,53,108,2,1433,0,3066,964,127,18,819,650,329,67,262,244,242,2,684,102,111,333,138,195,988,476,361,115,512,62269,57234,362,0,58,34,106,139,25,0,53274,50853,129,945,1122,83,65,64,13,3598,245,37,490,261,444,331,7,1428,0,318,37,5035,5035,0
"17","04000US17","Illinois","Illinois","il","040","00","ACSSF","0000001",,,,,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12854526,12854526,785560,815494,843048,514895,1229450,1782100,1661674,1739014,1635359,1045472,549583,252877,8666079,991424,2281524,2494547,1776326,823826,187683,110749,61229,66490,35572,41676,82605,61832,48036,52142,51060,68205,5804028,695623,1462190,1086984,997666,893784,502094,165687,29,1800858,371756,30287,19181,9118,8209,1854,7633,3473,34861,2711,5149,22464,2227,2310,37805,14526,19880,531,2828,40,267601,3649,5025,2215,133740,14666,16320,25223,9678,6259,50826,1202,532436,142763,87901,73081,5804,9016,10593,42113,2156,200364,755,3721,152578,7128,27069,9113,132017,2469,1779,4020,89465,7151,19708,7425,51248,13061,4735,2827,7338,4013,393,18881,6044,66113,12437,3988,2414,6035,5712,11761,5398,6363,2646,2486,160,27939,6911,1390,15401,4237,5618,3794,3280,2552,728,514,826759,807999,27560,273,8706,3884,4442,7296,1372,1587,721639,666745,1263,9295,25344,10756,1893,1490,4853,58800,4332,1847,6018,1705,13808,17283,921,7997,627,3015,1247,18760,18684,76
"18","04000US18","Indiana","Indiana","in","040","00","ACSSF","0000001",,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6614418,6614418,418329,440339,446271,272916,667112,849743,821580,877806,851754,557797,284157,126614,4369451,510793,1474872,1277478,704841,295381,61395,44691,52182,54951,32163,38913,59361,42125,39314,40479,42995,55338,2956913,457963,943288,646114,446919,293855,115505,53269,23,333660,40668,7988,6449,2332,3481,636,737,802,10032,327,1150,6907,1085,563,4597,1743,1734,171,932,17,17899,885,553,489,2362,1070,2843,2147,1779,584,5187,152,116118,38599,25844,23022,905,1917,4751,7757,247,33990,272,800,27782,1163,2777,1196,34884,516,909,725,10911,3121,5658,13044,8203,403,630,643,691,950,74,4812,442,22768,5907,1806,1404,2697,1757,2642,1378,1264,872,856,16,9655,1071,614,5689,2281,1935,1416,1171,879,292,245,152690,146071,7875,108,1982,1732,1360,1284,642,767,127368,104993,389,7563,6629,5579,1444,476,295,10828,967,304,2250,449,1483,1079,202,2023,105,1870,96,6619,6510,109
"19","04000US19","Iowa","Iowa","ia","040","00","ACSSF","0000001",,,,,"19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118102,3118102,196485,205125,204737,122357,321484,391056,367237,397965,410630,269334,153914,77778,2067914,168645,651750,675094,386963,128747,32657,24058,56570,57950,30505,33382,60624,39940,46293,40376,43914,58478,1501041,367562,532285,296472,163307,90010,31799,19606,19,156479,20224,2652,2045,702,1049,294,135,472,4446,239,432,3194,465,116,1173,154,495,36,488,0,11897,439,194,59,441,339,1254,884,6685,281,1321,56,56984,17522,10737,9790,281,666,1087,5669,29,13204,50,615,9875,310,543,1811,22050,402,265,3554,3813,2000,6916,5100,4077,1324,301,421,218,210,31,1572,131,15221,5473,757,1328,3388,1577,2614,520,2094,536,471,65,3475,290,1656,498,1031,1546,1139,504,373,131,635,62911,60014,1945,37,459,224,629,345,46,205,53850,42165,125,3430,5666,1683,413,247,121,4219,340,98,823,204,826,830,155,506,63,319,55,2897,2877,20
"20","04000US20","Kansas","Kansas","ks","040","00","ACSSF","0000001",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2903820,2903820,196826,204193,198652,118603,298805,383984,348347,360925,367212,235841,128388,62044,1886741,179213,494849,602333,389007,162930,35336,23073,55477,57594,34664,41807,65462,50227,44681,44224,43328,59015,1353921,308319,484897,276433,160335,80194,27358,16385,19,203780,14808,3698,3242,1649,1461,132,164,292,5144,104,665,3783,359,233,1329,199,497,152,473,8,4618,173,292,108,447,444,1099,929,246,11,869,19,63152,15427,9629,8310,443,876,1616,4118,64,18395,217,946,12087,973,1630,2542,25477,1067,353,3020,5342,2530,10549,2616,3661,858,137,444,236,222,28,1736,192,11958,7093,1513,3291,2289,128,1484,670,814,855,834,21,2013,529,40,1012,432,385,1098,505,361,144,593,112764,109590,3358,0,1406,567,332,522,241,290,99810,86157,353,4273,5375,2842,427,304,79,6422,386,175,1403,334,1474,726,93,766,27,559,479,3174,3164,10
"21","04000US21","Kentucky","Kentucky","ky","040","00","ACSSF","0000001",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424376,4424376,274140,281151,284907,172394,425585,569513,557561,602145,584274,398816,197081,76809,2986199,441659,988521,863451,406916,205326,51749,28577,46535,48228,32160,30761,61730,45781,35432,38877,38267,48350,1843797,282929,603010,406193,280464,169202,67878,34121,23,160702,22955,4586,3369,1327,1737,305,597,620,7057,129,814,5496,349,269,1348,279,499,103,383,84,9964,177,222,119,556,398,2090,924,3542,96,1840,0,54333,14315,7221,6435,175,611,3225,3825,44,18391,411,303,10532,1281,1126,4738,14912,949,342,586,5037,1815,3761,2422,6410,2119,209,257,240,285,25,3275,305,16464,5629,1237,1346,3046,2777,1715,552,1163,956,879,77,3940,601,850,759,1730,1447,941,449,318,131,492,66009,62335,12819,72,9420,684,1061,556,426,600,43885,32367,234,1924,6480,2056,269,404,151,5631,432,66,898,214,1514,477,249,950,14,692,125,3674,3583,91
"22","04000US22","Louisiana","Louisiana","la","040","00","ACSSF","0000001",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663461,4663461,310431,312736,305492,184074,458659,671295,571858,599607,593461,388168,193008,74672,3092069,486085,1046025,836507,473914,168699,51419,29420,46710,57109,28743,41645,58158,44141,36917,41387,44023,57642,1950547,272489,623638,404898,312354,183282,95439,58447,25,193655,16904,4359,3540,1599,1635,306,263,556,5738,178,1251,3600,345,364,2275,468,775,313,719,0,4387,357,139,184,445,544,1015,387,335,55,926,145,61497,12495,8286,7058,315,913,1338,2795,76,12457,52,417,7837,763,1881,1507,30060,373,924,1027,5800,1066,19954,916,5428,349,370,533,336,438,7,3395,1057,7281,1776,443,366,967,336,1455,768,687,796,772,24,2275,401,36,1218,620,643,576,417,262,155,159,107397,104598,13934,59,5303,3439,1815,1247,652,1419,80752,32834,692,5996,6351,28742,4336,967,834,9912,571,306,2109,316,2002,1066,398,1034,134,1506,470,2799,2799,0
"23","04000US23","Maine","Maine","me","040","00","ACSSF","0000001",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330158,1330158,64394,71858,73071,47504,112245,153745,154004,195412,207794,145926,72436,31769,961086,75628,310724,283707,185832,75126,17260,12809,53024,53585,28018,32372,53151,36685,56344,38839,45211,53661,608920,108081,185936,123539,86930,65364,25620,13450,24,47556,11144,3568,2707,997,1373,337,329,532,3128,153,453,1964,321,237,1095,239,328,232,258,38,3351,27,201,206,541,290,724,261,356,24,721,2,13418,3961,2773,2586,72,115,382,790,16,2384,236,20,1425,147,175,381,5176,925,138,18,1984,276,1500,335,1871,1363,48,47,71,120,0,222,26,7083,3695,337,548,2810,1588,811,132,679,123,105,18,763,203,96,246,218,103,485,456,309,147,29,15426,5225,1500,53,280,252,241,489,115,70,2139,957,45,649,300,48,106,34,0,1586,113,15,421,162,289,151,41,189,8,156,41,10201,10156,45
"24","04000US24","Maryland","Maryland","md","040","00","ACSSF","0000001",,,,,"24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996079,5996079,366750,373293,376807,230763,553039,827210,768393,868226,782413,496864,243831,108490,4095427,417716,1027608,1053106,860298,510441,121923,104335,78916,87851,62827,63934,100496,79440,61928,74322,67722,88821,2872476,212872,626199,545162,539868,505706,317130,125539,33,894713,86312,16780,13266,6612,5692,962,1564,1950,21126,834,4761,12485,1343,1703,13041,4319,4356,1908,2387,71,35179,347,1577,1211,4001,2231,10067,6606,515,575,8049,186,295988,98696,55520,43042,3740,8738,5489,37552,135,108339,1401,4946,60204,12211,17314,12263,72390,1772,2293,717,36814,4254,19055,7485,16121,1560,3361,1374,1308,3126,394,4998,442,149357,35731,20763,5288,9680,19961,8650,3259,5391,2259,2028,231,77179,14259,7392,32699,22829,5577,2580,2170,1627,543,410,360476,351943,70603,1415,3654,11262,8676,25361,13690,6545,213190,37498,1886,106661,34090,23366,6329,2775,585,68150,3452,6341,7833,3264,11689,4965,8381,16215,1304,2726,1980,8533,8231,302
"25","04000US25","Massachusetts","Massachusetts","ma","040","00","ACSSF","0000001",,,,,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789319,6789319,362855,371193,398770,250714,699251,947078,834956,973034,901717,589388,305023,155340,4706536,458080,1162683,1104912,1101605,617390,136720,125146,74167,78696,46196,40986,86965,83778,36766,57730,39299,80996,3285792,354621,828213,621741,572489,503736,300679,104313,29,1097229,235557,44492,24375,13408,9142,1825,15425,4692,27011,1232,7544,12866,2726,2643,88419,11061,18403,54605,4297,53,75430,631,1584,1341,11891,2964,19296,9417,1983,1368,24955,205,331331,130124,104840,88155,8274,8411,8093,17075,116,93061,752,3739,65501,5608,5984,11477,76593,14913,1839,2559,11560,4961,36093,4668,30791,3305,4185,6688,2668,5555,1705,6685,762,101851,26130,4728,9008,12394,4706,15243,5025,10218,2654,2549,105,49780,8215,2754,7571,31240,3338,3873,3456,2628,828,417,424617,393760,176774,4121,2917,84526,52825,19043,6191,7151,97082,13590,1734,38297,27719,11712,976,1870,1184,119904,3283,1320,65111,3010,22617,7332,2311,7410,2150,4672,688,30857,30349,508
"26","04000US26","Michigan","Michigan","mi","040","00","ACSSF","0000001",,,,,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9925568,9925568,571999,601601,634551,400370,997075,1219595,1176764,1370424,1377956,909353,459497,206383,6719972,656683,1966110,2210138,1147842,545875,114622,78702,52668,56601,32163,40486,79096,49606,40556,40801,43547,56944,4260635,598206,1311344,951817,657927,478347,183827,79167,24,653183,130315,17974,14634,6271,6405,1958,1223,2117,28417,1019,2963,18915,3974,1546,15716,3592,9057,287,1421,1359,67905,1042,1285,1129,11726,9003,7175,5678,5743,1275,23849,303,331066,72255,42289,35869,1582,4838,10220,19696,50,100677,636,14720,67063,3327,9484,5447,43029,1057,1088,3426,18811,2468,11674,4505,112926,55968,2005,21171,5673,1353,291,26465,2179,28920,8093,1972,1786,4335,2038,5255,3322,1933,1585,1409,176,10328,1333,1207,4619,3169,1621,2551,2176,1547,629,375,160331,122799,14944,123,4318,3072,1431,3744,1067,1189,93997,79726,605,2798,7550,2217,310,552,239,13858,1903,417,3928,461,2377,581,593,1707,171,1308,412,37532,37434,98
"27","04000US27","Minnesota","Minnesota","mn","040","00","ACSSF","0000001",,,,,"27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490726,5490726,349962,362905,359707,213764,505783,749397,677599,742604,725287,451386,237556,114776,3698605,267049,938846,1206960,849439,304197,79377,52737,65699,68530,32743,36017,71865,57083,42476,52522,46232,69069,2696089,433942,818526,594330,423096,280171,102614,43410,23,448397,46477,9043,5877,2518,2777,582,746,2420,9825,470,1323,6425,837,770,2451,433,801,270,917,30,25051,248,633,343,1954,1003,6312,4677,3028,436,6417,107,169532,37377,20994,17565,1458,1971,2395,13898,90,38678,312,954,28833,1706,2248,4625,84199,4812,680,24898,9000,17876,18491,8442,8909,2127,550,774,677,968,62,3751,369,104828,67748,20091,11187,36470,3053,4552,1641,2911,1555,1519,36,25611,2486,12062,6280,4783,2309,2249,1506,1195,311,743,125311,113137,6876,103,1248,1161,1121,1624,930,689,85198,65751,567,6959,7090,3422,681,523,205,21063,1138,267,2028,1040,3983,5991,3625,1386,125,837,643,12174,12155,19
"28","04000US28","Mississippi","Mississippi","ms","040","00","ACSSF","0000001",,,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986220,2986220,190855,204574,206966,123906,303818,389103,369658,383914,376399,257630,131156,48241,1956101,325278,594140,619365,259993,112174,26246,18905,42009,52159,28347,32088,55647,31680,39128,37607,40912,52377,1182591,176614,381789,245561,190906,108553,47862,31306,24,68894,6991,2000,1581,508,886,187,202,217,2400,57,177,1827,159,180,756,61,286,221,128,60,1712,13,151,34,369,112,374,129,224,91,215,123,22409,5484,3171,2640,116,415,848,1413,52,5895,24,198,4156,263,433,821,9108,132,167,131,3487,458,4568,165,1706,88,7,162,67,208,0,1174,216,2545,765,466,12,287,85,496,27,469,183,183,0,772,71,129,487,85,244,341,259,238,21,82,36608,34917,2942,8,751,747,79,808,162,387,29264,23463,52,873,1731,2408,226,330,181,2711,99,8,304,82,743,278,79,754,6,332,26,1691,1686,5
"29","04000US29","Missouri","Missouri","mo","040","00","ACSSF","0000001",,,,,"29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6075300,6075300,373141,384484,393177,238607,585682,805939,730170,805345,802723,544197,288729,123106,4100209,442422,1268884,1233194,718198,318072,70213,49226,51542,54412,34948,40985,64020,36726,35676,41146,43281,54607,2701922,413866,829888,595846,445830,277741,91884,46867,23,242835,45633,6666,5467,2475,2482,510,547,652,10950,469,1036,8332,586,527,3227,495,1623,188,912,9,24769,379,429,496,1367,1414,3659,2651,9534,310,4530,21,94268,28672,18951,15928,727,2296,2033,7423,265,28945,561,752,18959,1547,3771,3355,27275,892,404,916,9772,1923,11384,1984,8605,2161,564,1098,543,569,228,3442,771,20794,8808,2347,2650,3811,1193,2812,678,2134,960,874,86,5854,939,1226,2573,1116,1167,2522,878,672,206,1644,79618,73788,7047,83,2829,865,835,1347,318,770,58502,43758,219,4154,5447,3355,747,659,163,8239,778,268,1893,282,1498,570,262,1229,244,1016,199,5830,5709,121
"30","04000US30","Montana","Montana","mt","040","00","ACSSF","0000001",,,,,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029862,1029862,61218,64409,62752,37779,99785,129445,118759,128243,151334,104273,51010,20855,703919,49444,206323,231844,145089,49649,12630,8940,50801,52030,31352,31277,55648,30000,51600,38222,40465,52221,459427,123176,187868,71765,38486,20250,10441,7441,18,21771,6646,2065,1394,551,773,70,131,540,2634,159,190,1848,272,165,294,24,108,9,153,0,1650,10,185,166,251,160,427,200,35,11,205,3,5861,2806,1406,1267,55,84,478,919,3,647,0,41,171,154,120,161,1925,51,85,68,1203,242,227,49,483,56,2,27,0,124,0,274,0,750,217,51,80,86,4,94,82,12,167,154,13,177,65,46,47,19,91,397,296,126,170,101,8117,4273,368,0,131,91,18,73,0,55,3046,2479,67,32,127,92,93,73,83,859,82,2,150,34,215,27,10,233,0,105,1,3844,3844,0
"31","04000US31","Nebraska","Nebraska","ne","040","00","ACSSF","0000001",,,,,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893921,1893921,130827,132758,130437,75797,190260,253947,229310,234079,237908,152726,85016,40856,1233842,112366,329232,414792,251182,88669,21989,15612,56675,59039,31523,34962,53106,45921,44938,40632,44113,60310,932595,222501,338597,195466,101238,48382,16764,9647,18,130660,9166,2039,1691,612,911,168,154,194,2508,36,178,2082,133,79,769,130,398,36,197,8,3842,79,185,74,308,211,592,591,870,81,851,8,36744,8158,4904,4425,206,273,1037,2204,13,10049,360,80,5923,485,272,2929,14478,28,132,581,1897,2017,6207,3616,4011,1972,182,93,442,211,23,1088,48,10906,4666,597,729,3340,502,2036,463,1573,318,312,6,2337,232,90,620,1395,1047,525,363,238,125,162,73319,71874,4155,13,3153,208,257,220,143,161,64453,48988,87,4932,8180,1621,250,242,153,3266,242,38,666,207,707,138,23,772,31,293,149,1445,1432,13
"32","04000US32","Nevada","Nevada","nv","040","00","ACSSF","0000001",,,,,"32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887725,2887725,181207,190112,186824,111859,249700,418525,387707,387736,353725,262946,118088,39296,1968023,278818,556851,666233,306611,111435,30932,17143,55434,58885,38846,41749,63326,52361,43540,54688,47315,61012,1272759,131957,387765,346867,242000,99546,38573,26051,24,561734,41353,9231,7459,2631,4166,662,777,995,10447,524,1677,6677,773,796,4383,782,2280,567,735,19,17210,723,675,1406,1681,1703,2679,972,1083,1060,5228,82,172978,39132,22869,16940,2024,3905,4826,11371,66,19156,791,1076,8779,4609,1823,2078,106094,1130,1184,1829,84799,5795,9493,1864,8352,1222,1742,1211,388,586,1612,1591,244,17250,10828,7908,787,2133,538,2353,1000,1353,1082,997,85,1565,436,191,695,243,884,2920,1422,884,538,1498,327233,316781,23333,123,18159,2377,587,1250,446,391,275474,226605,974,25185,13056,3992,3512,1289,861,17974,2366,558,2691,1714,3546,1222,245,4226,173,1000,233,10452,10432,20
"33","04000US33","New Hampshire","New Hampshire","nh","040","00","ACSSF","0000001",,,,,"33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331848,1331848,64233,72965,76603,50056,128520,156374,156530,205335,201939,129717,61133,28443,939471,67278,262891,270744,209224,97891,18073,13370,71305,71699,50424,47882,79900,116042,47524,52971,53568,72079,654024,96103,179000,129788,101669,83254,41939,22271,27,78869,19015,5369,4360,1884,1841,635,546,463,4302,265,717,2427,550,343,3347,1041,746,1288,259,13,5933,95,280,166,882,731,1000,731,924,159,965,64,29240,8143,5348,4507,292,549,541,2188,66,11417,0,210,7447,225,585,2950,6986,487,900,311,2241,759,2021,267,2663,722,252,412,142,313,18,804,31,5003,1881,268,613,1000,418,1306,434,872,370,360,10,720,83,153,352,132,308,427,372,231,141,55,25184,15977,5635,77,229,3523,772,770,108,156,5210,2717,148,682,875,561,53,165,9,5132,120,84,1872,112,1350,465,94,400,387,180,68,9207,9130,77
"34","04000US34","New Jersey","New Jersey","nj","040","00","ACSSF","0000001",,,,,"34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8960161,8960161,526716,547575,571455,354075,796641,1151431,1165156,1317652,1175461,755476,399788,198735,6163699,666782,1722597,1426484,1439971,658970,154079,94816,76475,82608,48978,44146,111651,48311,45582,63724,51675,87328,4119485,404063,1003337,796281,672297,602188,432999,208320,31,1979145,301159,37329,25895,12558,10263,3074,7586,3848,35390,2452,6182,20641,2617,3498,92352,9856,41111,31513,9536,336,135778,2533,4864,4735,47279,6321,20663,18849,1205,1563,27766,310,652372,180494,99693,74207,9309,16177,9454,71284,63,307369,1603,14901,252612,5500,24852,7901,114140,1040,2038,427,85443,2484,17981,4727,47835,1154,8616,3839,5797,13994,1088,13347,2534,104798,11551,2286,6029,3236,2779,37035,29431,7604,3115,3043,72,44103,14251,6141,16905,6806,6215,3433,2790,2274,516,643,917383,901826,320924,3245,44514,160124,44098,43141,15375,10427,271298,122765,14467,47427,44608,32041,5329,3219,1442,309604,10754,3331,28685,6539,81254,78730,21710,59107,8231,8044,3219,15557,15320,237
"35","04000US35","New Mexico","New Mexico","nm","040","00","ACSSF","0000001",,,,,"35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084828,2084828,131062,140361,142616,83688,205471,278395,244717,258110,271726,194658,97707,36317,1381630,207487,365014,437835,208790,115064,22601,24839,46718,49659,41379,31947,61860,47128,34879,47055,39356,56582,833601,143070,297292,168955,114555,66164,28416,15149,22,201298,15140,3708,3035,1331,1433,271,349,324,6790,242,771,4962,511,304,1527,144,552,66,765,0,3043,56,198,231,358,313,792,292,57,90,656,72,24770,6780,4010,3242,170,598,1091,1679,0,5098,321,171,2558,790,541,717,9449,170,124,266,4215,1109,3380,185,3200,1003,190,205,90,268,26,1418,243,3243,842,290,172,380,399,437,200,237,243,228,15,888,108,0,667,113,434,467,365,235,130,102,157678,154576,2872,0,1821,409,158,308,61,115,147297,141724,389,1793,1762,690,331,458,150,4407,330,383,741,315,1293,501,24,514,7,184,115,3102,3084,18
