Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_B09001_001,SE_B09001_002,SE_B09001_003,SE_B09001_004,SE_B09001_005,SE_B09001_006,SE_B09001_007,SE_B09001_008,SE_A09003_001,SE_A07001_001,SE_A07001_002,SE_A07001_003,SE_A07001_004,SE_A07001_005,SE_A07001_006,SE_A07001_007,SE_A07001_008,SE_A07001_009,SE_A07001_010,SE_A07001_011,SE_A07001_012,SE_A07001_013,SE_A07001_014,SE_A07001_015,SE_A07001_016,SE_A07001_017,SE_A07001_018,SE_A07001_019,SE_A07001_020,SE_A07001_021,SE_A07001_022,SE_A07001_023,SE_A07001_024,SE_A07001_025,SE_A07001_026,SE_A07001_027,SE_A07001_028,SE_A07001_029,SE_A07001_030,SE_A07001_031,SE_A07001_032,SE_A07001_033,SE_A07001_034,SE_A07001_035,SE_A07001_036,SE_A07001_037,SE_A07001_038,SE_A07001_039,SE_A07001_040,SE_A07001_041,SE_A07001_042,SE_A07001_043,SE_A07001_044,SE_A07001_045,SE_A07001_046,SE_A07001_047,SE_A07001_048,SE_A07001_049,SE_A07001_050,SE_A07001_051,SE_A07001_052,SE_A07001_053,SE_A07001_054,SE_A07001_055,SE_A07001_056,SE_A07001_057,SE_A07001_058,SE_A07001_059,SE_A07001_060,SE_A07001_061,SE_A07001_062,SE_A07001_063,SE_A07001_064,SE_A07001_065,SE_A07001_066,SE_A07001_067,SE_A07001_068,SE_A07001_069,SE_A07001_070,SE_A07001_071,SE_A07001_072,SE_A07001_073,SE_A07001_074,SE_A07001_075,SE_A07001_076,SE_A07001_077,SE_A07001_078,SE_A07001_079,SE_A07001_080,SE_A07001_081,SE_A07001_082,SE_A07001_083,SE_A07001_084,SE_A07001_085,SE_A07001_086,SE_A07001_087,SE_A07001_088,SE_A07001_089,SE_A07001_090,SE_A07001_091,SE_A07001_092,SE_A07001_093,SE_A07001_094,SE_A07001_095,SE_A07001_096,SE_A07001_097,SE_A07001_098,SE_A07001_099,SE_A07001_100,SE_A07001_101,SE_A07001_102,SE_A07001_103,SE_A07001_104,SE_A07001_105,SE_A07001_106,SE_A07001_107,SE_A07001_108,SE_A07001_109,SE_A07001_110,SE_A07001_111,SE_A07001_112,SE_A07001_113,SE_A07001_114,SE_A07001_115,SE_A07001_116,SE_A07001_117,SE_A07001_118,SE_A07001_119,SE_A07001_120,SE_A07001_121,SE_A07001_122,SE_A07001_123
"0120020","32000US0120020","Dothan, AL Metro Area; Alabama","Dothan, Alabama","al","320","00","ACSSF","0007803",,,,,"01",,,,,,,,,,,,,,"20020",,,,,,,,,,,,,,,,,,,,,,,,,,,,147790,147790,8758,9170,10017,6081,11737,18127,18490,19734,19826,15089,7944,2817,102027,16723,33454,32797,11912,5377,1241,523,42431,48623,27297,37258,46875,,53589,35893,36830,48957,59149,8193,19723,13225,11112,4190,1538,1168,23,2980,425,122,115,42,61,12,0,7,188,10,11,167,0,0,21,2,13,3,3,0,94,0,8,3,9,18,38,14,0,0,4,0,729,341,180,162,0,18,44,117,0,146,10,11,100,0,25,0,197,2,8,4,40,17,124,2,19,2,7,0,0,4,0,6,26,148,12,0,4,8,15,30,0,30,39,39,0,29,1,0,16,12,23,11,6,2,4,5,1667,1615,247,20,101,0,25,39,16,46,1221,992,9,38,111,15,2,54,0,147,8,5,3,0,87,0,10,11,0,12,11,52,42,10
"0121460","32000US0121460","Enterprise, AL Micro Area; Alabama","Enterprise, Alabama","al","320","00","ACSSF","0007804",,,,,"01",,,,,,,,,,,,,,"21460",,,,,,,,,,,,,,,,,,,,,,,,,,,,51073,51073,3169,3441,3345,2164,4218,6440,6672,7041,6431,4661,2637,854,34736,5075,10190,11594,5111,2193,307,266,49821,54047,33993,48000,45404,,76316,,34400,54643,21543,3307,7878,5083,2731,1678,427,439,22,1893,439,37,37,20,17,0,0,0,379,0,0,338,41,0,11,0,9,0,2,0,12,3,0,0,6,0,3,0,0,0,0,0,529,429,206,206,0,0,22,201,0,22,0,0,22,0,0,0,78,0,30,0,19,3,26,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,5,5,2,3,0,903,888,33,0,9,11,0,10,0,3,834,577,0,0,151,12,28,66,0,21,0,0,0,0,2,19,0,0,0,0,0,15,13,2
"0121640","32000US0121640","Eufaula, AL-GA Micro Area (part); Alabama","Eufaula, Alabama","al","320","00","ACSSF","0007805",,,,,"01",,,,,,,,,,,,,,"21640",,,,,,,,,,,,,,,,,,,,,,,,,,,,26201,26201,1436,1460,1678,940,2253,3761,3195,3531,3376,2781,1370,420,18434,4960,6549,4707,1403,656,90,69,33368,44277,22370,,,,37011,29911,26534,44592,8568,1968,2492,1405,1272,728,458,245,23,697,83,43,43,0,43,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,111,50,0,0,0,0,0,50,0,53,0,47,0,0,6,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,496,8,0,3,0,0,5,0,0,468,344,0,0,103,21,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,7,7,0
"0122520","32000US0122520","Florence-Muscle Shoals, AL Metro Area; Alabama","Florence-Muscle Shoals, Alabama","al","320","00","ACSSF","0007806",,,,,"01",,,,,,,,,,,,,,"22520",,,,,,,,,,,,,,,,,,,,,,,,,,,,147025,147025,7819,8924,8157,5560,14974,17314,16777,19502,20225,15864,8694,3215,101591,15115,35227,29812,13113,6393,998,933,45090,47002,30205,,,,,34073,30677,47092,59936,8374,22149,11825,7718,5370,3085,1415,24,2822,303,91,91,73,12,6,0,0,179,0,0,148,16,15,19,0,0,0,19,0,14,0,0,9,0,0,2,0,0,0,3,0,1079,243,132,114,0,18,28,83,0,453,0,0,346,3,9,95,272,0,0,6,191,58,17,0,111,0,15,24,0,0,0,72,0,14,8,0,8,0,0,6,5,1,0,0,0,0,0,0,0,0,0,22,22,22,0,0,1404,1198,51,0,0,0,51,0,0,0,1089,777,17,0,78,209,0,8,0,58,0,0,26,0,14,0,0,18,0,0,0,206,202,4
"0122840","32000US0122840","Fort Payne, AL Micro Area; Alabama","Fort Payne, Alabama","al","320","00","ACSSF","0007807",,,,,"01",,,,,,,,,,,,,,"22840",,,,,,,,,,,,,,,,,,,,,,,,,,,,71194,71194,4269,5162,5031,3082,5956,8566,9105,9521,9087,6927,3568,920,47694,12571,16211,12710,3638,1875,428,261,38842,39679,26094,62625,65303,,23764,37009,30767,40263,27512,3941,9111,6201,3758,2804,1200,497,23,5308,45,19,19,7,2,10,0,0,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,186,99,0,0,0,0,0,99,0,36,0,0,0,0,0,36,51,0,0,0,25,0,18,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5076,5023,50,0,16,26,0,0,0,8,4973,2553,0,171,2204,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0
"0123460","32000US0123460","Gadsden, AL Metro Area; Alabama","Gadsden, Alabama","al","320","00","ACSSF","0007808",,,,,"01",,,,,,,,,,,,,,"23460",,,,,,,,,,,,,,,,,,,,,,,,,,,,103132,103132,5786,6158,6415,4181,8847,11887,13292,14034,14125,10886,5624,1897,71745,12156,23315,24155,7435,3328,918,438,42064,45377,26372,26250,,,30288,16953,30270,45577,38622,4835,14773,7986,4674,3342,2010,1002,24,2982,142,41,41,18,23,0,0,0,57,0,0,33,0,24,0,0,0,0,0,0,44,0,2,0,9,0,21,12,0,0,0,0,704,279,241,201,20,20,0,38,0,177,0,14,92,34,0,37,177,0,0,0,104,33,40,0,71,0,0,0,2,7,0,62,0,309,9,0,9,0,102,12,2,10,0,0,0,169,0,0,69,100,17,0,0,0,0,0,1827,1745,81,0,5,13,59,0,0,4,1494,871,20,202,315,86,0,0,0,170,11,0,0,133,26,0,0,0,0,0,0,82,74,8
"0126620","32000US0126620","Huntsville, AL Metro Area; Alabama","Huntsville, Alabama","al","320","00","ACSSF","0007809",,,,,"01",,,,,,,,,,,,,,"26620",,,,,,,,,,,,,,,,,,,,,,,,,,,,444908,444908,26024,26546,29497,18088,41971,60507,55533,66518,57708,36305,19487,6724,302782,32256,69878,87832,70820,33011,4311,4674,59583,66564,37888,72576,81348,75326,24395,50525,41473,67415,199715,20947,65165,56733,36979,14861,2903,2127,22,22965,3269,573,531,205,273,53,10,32,1605,46,144,1337,42,36,237,97,101,26,2,11,843,0,35,45,93,97,367,41,0,0,165,11,8478,3471,1325,976,90,259,545,1601,0,2204,0,0,1534,288,145,237,2447,90,14,37,771,332,1161,42,356,11,0,21,0,247,0,77,0,1352,348,4,276,68,133,94,71,23,38,26,12,564,73,17,456,18,175,98,98,98,0,0,9768,9114,1339,119,107,35,305,511,40,222,7161,5447,129,137,1092,186,95,58,17,614,47,15,81,4,151,11,96,51,75,45,38,654,544,110
"0133660","32000US0133660","Mobile, AL Metro Area; Alabama","Mobile, Alabama","al","320","00","ACSSF","0007810",,,,,"01",,,,,,,,,,,,,,"33660",,,,,,,,,,,,,,,,,,,,,,,,,,,,414328,414328,27144,26848,27821,17054,39583,56492,49629,53726,54153,36891,17684,7303,275878,37870,89951,84512,42066,15743,3606,2130,45802,55933,29501,47578,52660,85341,27374,45231,44375,56201,163980,13972,50894,38512,37709,15177,5228,2488,25,13109,1537,488,480,147,254,79,0,8,627,6,154,423,37,7,134,26,32,33,43,0,288,0,8,0,46,24,70,29,27,3,81,0,6538,844,522,283,11,228,100,222,0,1012,0,68,646,110,172,16,3516,200,21,643,788,309,1473,82,898,177,248,180,36,22,7,228,268,538,210,20,79,111,56,218,26,192,12,12,0,42,0,6,22,14,0,38,38,29,9,0,4458,4024,579,22,271,39,77,30,66,74,2610,1084,42,161,300,546,322,144,11,835,95,43,7,76,95,30,0,191,0,294,4,434,413,21
"0133860","32000US0133860","Montgomery, AL Metro Area; Alabama","Montgomery, Alabama","al","320","00","ACSSF","0007811",,,,,"01",,,,,,,,,,,,,,"33860",,,,,,,,,,,,,,,,,,,,,,,,,,,,373507,373507,23831,25093,24081,15108,36976,52036,48327,49283,46504,30661,15865,5742,248418,35132,71946,70401,42868,20777,4410,2884,49089,62370,34349,60197,69243,70250,44679,49591,47297,62702,155599,17710,53264,39263,27846,11585,3333,2598,23,13091,1464,343,299,90,209,0,9,35,606,31,128,410,30,7,59,18,10,29,2,0,456,25,17,8,6,89,109,62,0,0,140,0,5776,2953,638,608,12,18,154,2161,0,1451,38,255,1104,30,0,24,985,0,44,178,322,86,337,18,387,0,0,8,0,85,0,294,0,864,114,68,10,36,28,83,37,46,26,26,0,397,94,42,198,63,216,135,116,108,8,19,4852,4597,412,0,97,27,31,199,51,7,3865,2668,4,162,516,331,23,112,49,320,44,6,0,11,125,45,7,0,0,77,5,255,255,0
"0137120","32000US0137120","Ozark, AL Micro Area; Alabama","Ozark, Alabama","al","320","00","ACSSF","0007812",,,,,"01",,,,,,,,,,,,,,"37120",,,,,,,,,,,,,,,,,,,,,,,,,,,,49393,49393,3248,3034,3333,1993,4497,7163,5895,6194,6238,4586,2412,800,33288,4673,10839,12189,3688,1520,270,109,44711,48877,26372,46538,,,,55900,23674,50312,19843,3182,7532,3837,3127,1570,332,263,21,1413,224,23,16,4,12,0,0,7,151,0,8,135,8,0,0,0,0,0,0,0,50,0,13,0,8,15,14,0,0,0,0,0,373,150,0,0,0,0,53,97,0,18,0,0,18,0,0,0,205,0,0,9,169,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,813,795,12,0,0,0,3,9,0,0,730,523,0,0,32,15,0,160,0,53,0,0,0,0,0,0,15,33,0,0,5,18,18,0
